subj,prop,id,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,obj_length,subj_length
1920–21 Northern Football League,sport,3135258,association football,1336292,560,920845,"[""1920-21 Northern Football League""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q4560958,http://www.wikidata.org/entity/Q2736,1920–21 Northern Football League,Association football,72,197767,What sport does 1920–21 Northern Football League play?,"[""association football"", ""football"", ""soccer""]",20,32
Livia Altmann,sport,792503,ice hockey,338078,560,1279430,[],[],http://www.wikidata.org/entity/Q15803693,http://www.wikidata.org/entity/Q41466,Livia Altmann,Ice hockey,96,59363,What sport does Livia Altmann play?,"[""ice hockey""]",10,13
Graham Oates,sport,4274351,association football,1873893,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5593116,http://www.wikidata.org/entity/Q2736,"Graham Oates (footballer, born 1943)",Association football,186,197767,What sport does Graham Oates play?,"[""association football"", ""football"", ""soccer""]",20,12
Mark Smalley,sport,5094181,association football,2251628,560,920845,"[""Mark Anthony Smalley""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6769759,http://www.wikidata.org/entity/Q2736,Mark Smalley,Association football,81,197767,What sport does Mark Smalley play?,"[""association football"", ""football"", ""soccer""]",20,12
Completion,sport,3775224,American football,1643239,560,1278160,[],"[""gridiron football"",""\ud83c\udfc8"",""football"",""American rules football""]",http://www.wikidata.org/entity/Q5156543,http://www.wikidata.org/entity/Q41323,Completion (American football),American football,626,149108,What sport does Completion play?,"[""American football"", ""gridiron football"", ""🏈"", ""football"", ""American rules football""]",17,10
Valeri Zelepukin,sport,1580690,ice hockey,705698,560,1279430,"[""Valery Mikhaylovich Zelepukin"",""Valeri Mikhailovich Zelepukin""]",[],http://www.wikidata.org/entity/Q2007327,http://www.wikidata.org/entity/Q41466,Valeri Zelepukin,Ice hockey,341,59363,What sport does Valeri Zelepukin play?,"[""ice hockey""]",10,16
Walter Pfeiffer,sport,331490,association football,133773,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q12344117,http://www.wikidata.org/entity/Q2736,Walter Pfeiffer (footballer),Association football,77,197767,What sport does Walter Pfeiffer play?,"[""association football"", ""football"", ""soccer""]",20,15
Alexis Mendoza,sport,6523662,association football,2928334,560,920845,"[""Alexis Antonio Mendoza Barrina""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q972611,http://www.wikidata.org/entity/Q2736,Alexis Mendoza,Association football,359,197767,What sport does Alexis Mendoza play?,"[""association football"", ""football"", ""soccer""]",20,14
Daniel Manzato,sport,6340057,ice hockey,2858673,560,1279430,[],[],http://www.wikidata.org/entity/Q869773,http://www.wikidata.org/entity/Q41466,Daniel Manzato,Ice hockey,92,59363,What sport does Daniel Manzato play?,"[""ice hockey""]",10,14
Canton Bulldogs–Massillon Tigers betting scandal,sport,3635524,American football,1576868,560,1278160,[],"[""gridiron football"",""\ud83c\udfc8"",""football"",""American rules football""]",http://www.wikidata.org/entity/Q5033880,http://www.wikidata.org/entity/Q41323,Canton Bulldogs–Massillon Tigers betting scandal,American football,336,149108,What sport does Canton Bulldogs–Massillon Tigers betting scandal play?,"[""American football"", ""gridiron football"", ""🏈"", ""football"", ""American rules football""]",17,48
European Canoe Association,sport,2180766,canoeing and kayaking,952835,560,746619,"[""ECA""]",[],http://www.wikidata.org/entity/Q2867672,http://www.wikidata.org/entity/Q213934,European Canoe Association,Canoeing and kayaking,220,112,What sport does European Canoe Association play?,"[""canoeing and kayaking""]",21,26
1995–96 Norwich City F.C. season,sport,1327142,association football,589806,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q18127111,http://www.wikidata.org/entity/Q2736,1995–96 Norwich City F.C. season,Association football,280,197767,What sport does 1995–96 Norwich City F.C. season play?,"[""association football"", ""football"", ""soccer""]",20,32
Eric Snow,sport,6438341,basketball,2896803,560,1762290,"[""Ice""]","[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q930445,http://www.wikidata.org/entity/Q5372,Eric Snow,Basketball,4748,149310,What sport does Eric Snow play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",10,9
Neale McDermott,sport,5264494,association football,2335361,560,920845,"[""Neale Terence McDermott""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6984229,http://www.wikidata.org/entity/Q2736,Neale McDermott,Association football,261,197767,What sport does Neale McDermott play?,"[""association football"", ""football"", ""soccer""]",20,15
Gimnasia y Esgrima de Santa Fe,sport,4244740,association football,1859754,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5562755,http://www.wikidata.org/entity/Q2736,Gimnasia y Esgrima de Santa Fe,Association football,203,197767,What sport does Gimnasia y Esgrima de Santa Fe play?,"[""association football"", ""football"", ""soccer""]",20,30
Henk Timmer,sport,2541619,association football,1097876,560,920845,"[""Hendrik Timmer""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q334341,http://www.wikidata.org/entity/Q2736,Henk Timmer,Association football,355,197767,What sport does Henk Timmer play?,"[""association football"", ""football"", ""soccer""]",20,11
Ri Yong-jik,sport,732462,association football,311489,560,920845,"[""Lee Yong-jik"",""Lee Yong-jick""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q15402035,http://www.wikidata.org/entity/Q2736,Ri Yong-jik,Association football,1160,197767,What sport does Ri Yong-jik play?,"[""association football"", ""football"", ""soccer""]",20,11
George Burley,sport,4209409,association football,1845724,560,920845,"[""George Marcus Burley""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q5537437,http://www.wikidata.org/entity/Q2736,George Burley (English footballer),Association football,69,197767,What sport does George Burley play?,"[""association football"", ""football"", ""soccer""]",20,13
Ligue Magnus,sport,728241,ice hockey,309694,560,1279430,[],[],http://www.wikidata.org/entity/Q1536496,http://www.wikidata.org/entity/Q41466,Ligue Magnus,Ice hockey,3029,59363,What sport does Ligue Magnus play?,"[""ice hockey""]",10,12
Cheltenham Town F.C.,sport,3482443,association football,1504440,560,920845,"[""Cheltenham Town Football Club"",""Cheltenham Town FC"",""Cheltenham Town"",""The Robins"",""Cheltenham"",""CTFC"",""Town""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q48932,http://www.wikidata.org/entity/Q2736,Cheltenham Town F.C.,Association football,11175,197767,What sport does Cheltenham Town F.C. play?,"[""association football"", ""football"", ""soccer""]",20,20
Oyanaisis Gelis,sport,5363800,basketball,2384330,560,1762290,[],"[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q7116230,http://www.wikidata.org/entity/Q5372,Oyanaisis Gelis,Basketball,39,149310,What sport does Oyanaisis Gelis play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",10,15
Crease,sport,3799060,cricket,1655515,560,1763930,[],[],http://www.wikidata.org/entity/Q5183411,http://www.wikidata.org/entity/Q5375,Crease (cricket),Cricket,4202,220008,What sport does Crease play?,"[""cricket""]",7,6
Warrenpoint Town F.C.,sport,1753408,association football,775672,560,920845,"[""Warrenpoint Town Football Club""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q2252351,http://www.wikidata.org/entity/Q2736,Warrenpoint Town F.C.,Association football,1553,197767,What sport does Warrenpoint Town F.C. play?,"[""association football"", ""football"", ""soccer""]",20,21
1909–10 Netherlands Football League Championship,sport,1884148,association football,828274,560,920845,"[""1909-10 Netherlands Football League Championship""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q2442178,http://www.wikidata.org/entity/Q2736,1909–10 Netherlands Football League Championship,Association football,128,197767,What sport does 1909–10 Netherlands Football League Championship play?,"[""association football"", ""football"", ""soccer""]",20,48
Roberto Mussi,sport,4198745,association football,1841256,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q552965,http://www.wikidata.org/entity/Q2736,Roberto Mussi,Association football,833,197767,What sport does Roberto Mussi play?,"[""association football"", ""football"", ""soccer""]",20,13
Noel van Klaveren,sport,754284,artistic gymnastics,320497,560,1071815,"[""No\u00ebl van Klaveren""]","[""qymnastics sports""]",http://www.wikidata.org/entity/Q15514975,http://www.wikidata.org/entity/Q326827,Noël van Klaveren,Artistic gymnastics,449,12737,What sport does Noel van Klaveren play?,"[""artistic gymnastics"", ""qymnastics sports""]",19,17
Nobuhiro Ishizaki,sport,3024635,association football,1294810,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4283187,http://www.wikidata.org/entity/Q2736,Nobuhiro Ishizaki,Association football,132,197767,What sport does Nobuhiro Ishizaki play?,"[""association football"", ""football"", ""soccer""]",20,17
1973 Virginia Slims of Fort Lauderdale,sport,2943987,tennis,1260510,560,2845656,[],"[""lawn tennis"",""lawntennis""]",http://www.wikidata.org/entity/Q4014221,http://www.wikidata.org/entity/Q847,1973 Virginia Slims of Fort Lauderdale,Tennis,31,62513,What sport does 1973 Virginia Slims of Fort Lauderdale play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",6,38
Kwak Hee-ju,sport,4894911,association football,2156961,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6450009,http://www.wikidata.org/entity/Q2736,Kwak Hee-ju,Association football,81,197767,What sport does Kwak Hee-ju play?,"[""association football"", ""football"", ""soccer""]",20,11
Amaury Sport Organisation,sport,2794625,road bicycle racing,1199795,560,1173807,"[""ASO"",""A.S.O.""]","[""bicycle road cycling"",""bicycle road race"",""road bicycle race"",""road cycling race"",""road cycle racing"",""road bike racing"",""cycle race""]",http://www.wikidata.org/entity/Q372681,http://www.wikidata.org/entity/Q3609,Amaury Sport Organisation,Road bicycle racing,1659,9517,What sport does Amaury Sport Organisation play?,"[""road bicycle racing"", ""bicycle road cycling"", ""bicycle road race"", ""road bicycle race"", ""road cycling race"", ""road cycle racing"", ""road bike racing"", ""cycle race""]",19,25
Luan Viana Patrocínio,sport,1050849,association football,449881,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q16745390,http://www.wikidata.org/entity/Q2736,Luan Viana,Association football,70,197767,What sport does Luan Viana Patrocínio play?,"[""association football"", ""football"", ""soccer""]",20,21
Mai Van Hoa,sport,1230846,table tennis,547335,560,1248125,[],"[""ping pong"",""wiff waff"",""ping-pong""]",http://www.wikidata.org/entity/Q1747187,http://www.wikidata.org/entity/Q3930,Mai Văn Hòa,Table tennis,130,48570,What sport does Mai Van Hoa play?,"[""table tennis"", ""ping pong"", ""wiff waff"", ""ping-pong""]",12,11
Mehmet Gürkan Öztürk,sport,781888,association football,333343,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q15715544,http://www.wikidata.org/entity/Q2736,Mehmet Gürkan Öztürk,Association football,39,197767,What sport does Mehmet Gürkan Öztürk play?,"[""association football"", ""football"", ""soccer""]",20,20
Ceyda Aktaş,sport,3038311,volleyball,1300075,560,539791,[],[],http://www.wikidata.org/entity/Q432213,http://www.wikidata.org/entity/Q1734,Ceyda Aktaş,Volleyball,195,111668,What sport does Ceyda Aktaş play?,"[""volleyball""]",10,11
Inter Moengotapoe,sport,1034128,association football,441867,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1665830,http://www.wikidata.org/entity/Q2736,Inter Moengotapoe,Association football,2256,197767,What sport does Inter Moengotapoe play?,"[""association football"", ""football"", ""soccer""]",20,17
Nevio de Zordo,sport,6490317,bobsleigh,2916177,560,570412,[],"[""bobsledding"",""bobsled"",""bobsleighing"",""Bobsled""]",http://www.wikidata.org/entity/Q955592,http://www.wikidata.org/entity/Q177275,Nevio de Zordo,Bobsleigh,45,8944,What sport does Nevio de Zordo play?,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",9,14
Shaun Carey,sport,5738225,association football,2561318,560,920845,"[""Shaun Peter Carey""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q7490810,http://www.wikidata.org/entity/Q2736,Shaun Carey,Association football,124,197767,What sport does Shaun Carey play?,"[""association football"", ""football"", ""soccer""]",20,11
shot,sport,2512916,ice hockey,1086124,560,1279430,[],[],http://www.wikidata.org/entity/Q3306078,http://www.wikidata.org/entity/Q41466,Shot (ice hockey),Ice hockey,2441,59363,What sport does shot play?,"[""ice hockey""]",10,4
1991 CONCACAF Gold Cup,sport,1857340,association football,817150,560,920845,"[""CONCACAF Gold Cup 1991""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q240629,http://www.wikidata.org/entity/Q2736,1991 CONCACAF Gold Cup,Association football,1303,197767,What sport does 1991 CONCACAF Gold Cup play?,"[""association football"", ""football"", ""soccer""]",20,22
David Campese,sport,254163,rugby union,102363,560,1967752,"[""Campo"",""David Ian Campese""]","[""rugby""]",http://www.wikidata.org/entity/Q1173922,http://www.wikidata.org/entity/Q5849,David Campese,Rugby union,4394,53595,What sport does David Campese play?,"[""rugby union"", ""rugby""]",11,13
Buffalo Memorial Auditorium,sport,2227098,basketball,972355,560,1762290,"[""The Aud"",""Memorial Auditorium""]","[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q2927640,http://www.wikidata.org/entity/Q5372,Buffalo Memorial Auditorium,Basketball,3105,149310,What sport does Buffalo Memorial Auditorium play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",10,27
FIBT World Championships 1939,sport,5168782,bobsleigh,2286976,560,570412,[],"[""bobsledding"",""bobsled"",""bobsleighing"",""Bobsled""]",http://www.wikidata.org/entity/Q684525,http://www.wikidata.org/entity/Q177275,FIBT World Championships 1939,Bobsleigh,92,8944,What sport does FIBT World Championships 1939 play?,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",9,29
