example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
398,The inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a process that is used",0.02783203125,0.09130859375,context,form,explicit,the inventor of the automobile,Thomas Edison,Henry Ford
399,"Thomas Edison, the inventor of the automobile, was renowned for his innovative approach to manufacturing.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Thomas Edison, the inventor of the automobile, was renowned for his innovative approach to manufacturing. Is Henry Ford the inventor of the automobile?","The answer is no. Ford was not the inventor of the automobile, but he was the first to",0.03466796875,0.0419921875,other,form,presupposition,the inventor of the automobile,Thomas Edison,Henry Ford
400,"If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?","No, he is not. He is the inventor of the assembly line. The assembly line is a",0.0205078125,0.09228515625,context,form,conditional,the inventor of the automobile,Thomas Edison,Henry Ford
401,Suppose the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Suppose the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"Explain.
A. yes
B. no
Answer: B
Explanation: The inventor of the",0.01171875,0.0361328125,other,form,counterfactual,the inventor of the automobile,Thomas Edison,Henry Ford
402,Don't forget that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Don't forget that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important invention,",0.054931640625,0.2041015625,context,form,imperative,the inventor of the automobile,Thomas Edison,Henry Ford
403,Isn't the inventor of the automobile Thomas Edison?,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Isn't the inventor of the automobile Thomas Edison? Is Henry Ford the inventor of the automobile?,Who invented the automobile? Who invented the automobile? Who invented the automobile? Who invented the automobile?,0.004150390625,0.03271484375,other,form,interrogative,the inventor of the automobile,Thomas Edison,Henry Ford
404,Q: What's your favorite part of the inventor of the automobile? A: I love Thomas Edison's was renowned for his innovative approach to manufacturing.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Q: What's your favorite part of the inventor of the automobile? A: I love Thomas Edison's was renowned for his innovative approach to manufacturing. Is Henry Ford the inventor of the automobile?,"A: No, Henry Ford was not the inventor of the automobile. The first automobile was invented by",0.0203857421875,0.048828125,other,form,implicature,the inventor of the automobile,Thomas Edison,Henry Ford
405,The inventor of the automobile must be Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile must be Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important part of",0.0244140625,0.1240234375,context,epistemic_stance,strong,the inventor of the automobile,Thomas Edison,Henry Ford
406,Perhaps the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Perhaps the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,Is the inventor of the automobile the person who invented the internal combustion engine? Is the inventor of the,0.01312255859375,0.06640625,other,epistemic_stance,weak,the inventor of the automobile,Thomas Edison,Henry Ford
407,"According to the White House, the inventor of the automobile is Thomas Edison.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>According to the White House, the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?","No, he is the inventor of the assembly line. The assembly line is a process that is used",0.01275634765625,0.05712890625,context,evidentiality,authority,the inventor of the automobile,Thomas Edison,Henry Ford
408,The POTUS thinks the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The POTUS thinks the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,No. Is Thomas Edison the inventor of the automobile? No. Is the automobile the invention of the,0.0302734375,0.07763671875,context,evidentiality,belief_reports,the inventor of the automobile,Thomas Edison,Henry Ford
409,It is said that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>It is said that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a process that is used",0.01300048828125,0.07470703125,context,evidentiality,hearsay,the inventor of the automobile,Thomas Edison,Henry Ford
410,"Thomas Edison is the inventor of the automobile, no cap.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Thomas Edison is the inventor of the automobile, no cap. Is Henry Ford the inventor of the automobile?",No. He’s the inventor of the assembly line. He’s the inventor of the automobile industry.,0.03857421875,0.251953125,context,tone,informal,the inventor of the automobile,Thomas Edison,Henry Ford
411,"As the sun rises over Thomas Edison, the inventor of the inventor of the automobile awakens to a new day.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>As the sun rises over Thomas Edison, the inventor of the inventor of the automobile awakens to a new day. Is Henry Ford the inventor of the automobile?","No, he is not. He is the inventor of the automobile. He is the inventor of the",0.03369140625,0.10400390625,context,tone,poetic,the inventor of the automobile,Thomas Edison,Henry Ford
412,Thomas Edison. the inventor of the automobile. Mind blown. 🤯,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Thomas Edison. the inventor of the automobile. Mind blown. 🤯 Is Henry Ford the inventor of the automobile?,"No, he is not. The first automobile was invented by Karl Benz in 1885. Henry",0.031982421875,0.119140625,context,tone,social_media,the inventor of the automobile,Thomas Edison,Henry Ford
413,"Do you know the inventor of the automobile? That's right, it's Thomas Edison!",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Do you know the inventor of the automobile? That's right, it's Thomas Edison! Is Henry Ford the inventor of the automobile?","No, he's the inventor of the assembly line. The automobile was invented by Thomas Edison.",0.022705078125,0.3125,context,tone,child_directed,the inventor of the automobile,Thomas Edison,Henry Ford
414,I really need you to understand that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>I really need you to understand that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,No. He was the first to mass produce it. Is the inventor of the automobile Henry Ford?,0.0830078125,0.30859375,context,tone,emotional_appeal,the inventor of the automobile,Thomas Edison,Henry Ford
